NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
NFATC2IP	1	ENSG00000176953	
QSOX2	1	ENSG00000165661	
ZNF777	1	ENSG00000196453	
STX18	1	ENSG00000168818	
ZC3H11A	1	ENSG00000058673	
UTP11	1	ENSG00000183520	
RGPD5	1	ENSG00000015568	
COPRS	1	ENSG00000172301	
RPL37AP1	1	ENSG00000226243	
RBM27	1	ENSG00000091009	
TPCN1	1	ENSG00000186815	
NME6	1	ENSG00000172113	
PRPF39	1	ENSG00000185246	
SLC35A2	1	ENSG00000102100	
RPL13A	1	ENSG00000142541	
ALG11	1	ENSG00000253710	
DHX8	1	ENSG00000067596	
OXLD1	1	ENSG00000204237	
UBR2	1	ENSG00000024048	
SRCAP	1	ENSG00000080603	
RNPS1P1	1	ENSG00000250896	
TMEM200B	1	ENSG00000253304	
MRM3	1	ENSG00000171861	
PHF10P1	1	ENSG00000228986	
PARK7	1	ENSG00000116288	
CAND1	1	ENSG00000111530	
CSTF2	1	ENSG00000101811	
RBMX2	1	ENSG00000134597	
DSC2	1	ENSG00000134755	
LZTR1	1	ENSG00000099949	
SDHAF1	1	ENSG00000205138	
SMPD4	1	ENSG00000136699	
SLC2A8	1	ENSG00000136856	
LRRC56	1	ENSG00000161328	
PRKN	1	ENSG00000185345	
TTC38	1	ENSG00000075234	
CCDC14	1	ENSG00000175455	
FNBP1	1	ENSG00000187239	
SYTL1	1	ENSG00000142765	
TADA2B	1	ENSG00000173011	
PDHA1	1	ENSG00000131828	
GNPTAB	1	ENSG00000111670	
ALG10	1	ENSG00000139133	
SLC12A7	1	ENSG00000113504	
BAHD1	1	ENSG00000140320	
SDAD1	1	ENSG00000198301	
C19orf44	1	ENSG00000105072	
GUF1	1	ENSG00000151806	
GP1BB	1	ENSG00000203618	
SF3A1	1	ENSG00000099995	
AKTIPP2	1	ENSG00000226432	
ZMYM5	1	ENSG00000132950	
TATDN3	1	ENSG00000203705	
NCDN	1	ENSG00000020129	
WIZ	1	ENSG00000011451	
BRIX1	1	ENSG00000113460	
ZNF619	1	ENSG00000177873	
CTNS	1	ENSG00000040531	
CHMP5P1	1	ENSG00000215284	
OTUD1	1	ENSG00000165312	
MDM2	1	ENSG00000135679	
MED10	1	ENSG00000133398	
SCAMP2	1	ENSG00000140497	
REV3L	1	ENSG00000009413	
RPL29P4	1	ENSG00000230202	
DDX23	1	ENSG00000174243	
ZNF354A	1	ENSG00000169131	
NT5DC1	1	ENSG00000178425	
NLN	1	ENSG00000123213	
PPP2R2D	1	ENSG00000175470	
CLK2P1	1	ENSG00000232553	
NPM1P37	1	ENSG00000219085	
PAM16	1	ENSG00000217930	
CD27-AS1	1	ENSG00000215039	
SUCLA2	1	ENSG00000136143	
CLDN7	1	ENSG00000181885	
HSD17B14	1	ENSG00000087076	
MAP2K2	1	ENSG00000126934	
MOCS2	1	ENSG00000164172	
GDPD1	1	ENSG00000153982	
CRNKL1	1	ENSG00000101343	
H2AZ1	1	ENSG00000164032	
HOXB2	1	ENSG00000173917	
GSTA4	1	ENSG00000170899	
PSMB7	1	ENSG00000136930	
IPO11	1	ENSG00000086200	
NHP2	1	ENSG00000145912	
TMEM170B	1	ENSG00000205269	
GOT1	1	ENSG00000120053	
PRR14	1	ENSG00000156858	
NOC2L	1	ENSG00000188976	
ZNF124	1	ENSG00000196418	
WDR25	1	ENSG00000176473	
MRPL38	1	ENSG00000204316	
CNST	1	ENSG00000162852	
LARS1	1	ENSG00000133706	
GOLGA2P7	1	ENSG00000225151	
C1RL	1	ENSG00000139178	
VBP1	1	ENSG00000155959	
RAD23A	1	ENSG00000179262	
AGAP3	1	ENSG00000133612	
ZNF585A	1	ENSG00000196967	
LUC7L	1	ENSG00000007392	
CHMP4B	1	ENSG00000101421	
AFG3L2	1	ENSG00000141385	
NDUFS4	1	ENSG00000164258	
NCBP1	1	ENSG00000136937	
MED18	1	ENSG00000130772	
N6AMT1	1	ENSG00000156239	
DVL1	1	ENSG00000107404	
AMIGO1	1	ENSG00000181754	
RASEF	1	ENSG00000165105	
ARPC1A	1	ENSG00000241685	
PSMD7	1	ENSG00000103035	
TBC1D10A	1	ENSG00000099992	
PRELID1P1	1	ENSG00000217325	
SIK2	1	ENSG00000170145	
UBE2O	1	ENSG00000175931	
ZNF253	1	ENSG00000256771	
VPS16	1	ENSG00000215305	
EIF2S1	1	ENSG00000134001	
DPH7	1	ENSG00000148399	
HELZ2	1	ENSG00000130589	
TMEM260	1	ENSG00000070269	
AHCTF1	1	ENSG00000153207	
RPL39P3	1	ENSG00000235174	
DHODH	1	ENSG00000102967	
XYLB	1	ENSG00000093217	
ECT2	1	ENSG00000114346	
EPHX2	1	ENSG00000120915	
DYNC1LI2	1	ENSG00000135720	
SPPL2B	1	ENSG00000005206	
RBM12	1	ENSG00000244462	
NIPSNAP1	1	ENSG00000184117	
IRF1-AS1	1	ENSG00000197536	
TUBGCP2	1	ENSG00000130640	
KLHL20	1	ENSG00000076321	
RPL31	1	ENSG00000071082	
GLUL	1	ENSG00000135821	
HNRNPF	1	ENSG00000169813	
AMMECR1L	1	ENSG00000144233	
SFR1	1	ENSG00000156384	
MZT1	1	ENSG00000204899	
USP19	1	ENSG00000172046	
PDE7B	1	ENSG00000171408	
ZNF223	1	ENSG00000178386	
RCCD1	1	ENSG00000166965	
PIGO	1	ENSG00000165282	
SUPT5H	1	ENSG00000196235	
U2SURP	1	ENSG00000163714	
C20orf96	1	ENSG00000196476	
WBP2	1	ENSG00000132471	
ARHGEF1	1	ENSG00000076928	
KANSL3	1	ENSG00000114982	
SHISA4	1	ENSG00000198892	
PYROXD2	1	ENSG00000119943	
TIAL1	1	ENSG00000151923	
ZNF699	1	ENSG00000196110	
SMC5	1	ENSG00000198887	
MVP	1	ENSG00000013364	
ZNF597	1	ENSG00000167981	
FDFT1	1	ENSG00000079459	
CSAD	1	ENSG00000139631	
MPC2	1	ENSG00000143158	
LDHBP2	1	ENSG00000213684	
PCGF1	1	ENSG00000115289	
NAA15	1	ENSG00000164134	
RPS6	1	ENSG00000137154	
PBX2P1	1	ENSG00000244171	
COMT	1	ENSG00000093010	
PSMD1	1	ENSG00000173692	
ELF4	1	ENSG00000102034	
STRAP	1	ENSG00000023734	
FECH	1	ENSG00000066926	
CDC37	1	ENSG00000105401	
SNHG29	1	ENSG00000175061	
XYLT2	1	ENSG00000015532	
S100A14	1	ENSG00000189334	
ZNF706	1	ENSG00000120963	
ZNF436	1	ENSG00000125945	
POMP	1	ENSG00000132963	
NABP2	1	ENSG00000139579	
RFT1	1	ENSG00000163933	
SEMA4A	1	ENSG00000196189	
TSEN54	1	ENSG00000182173	
DZIP1L	1	ENSG00000158163	
CYCS	1	ENSG00000172115	
ZNF513	1	ENSG00000163795	
RPL3P4	1	ENSG00000232573	
DCUN1D4	1	ENSG00000109184	
RNASET2	1	ENSG00000026297	
ROGDI	1	ENSG00000067836	
HGS	1	ENSG00000185359	
TSPAN13	1	ENSG00000106537	
ACOT9	1	ENSG00000123130	
STK17B	1	ENSG00000081320	
RALY	1	ENSG00000125970	
GLO1	1	ENSG00000124767	
UBE2D1	1	ENSG00000072401	
TRIM7	1	ENSG00000146054	
ZNF174	1	ENSG00000103343	
PDGFRL	1	ENSG00000104213	
JUND	1	ENSG00000130522	
SET	1	ENSG00000119335	
MRPS31	1	ENSG00000102738	
PTPN4	1	ENSG00000088179	
HMGB1P5	1	ENSG00000132967	
KRBA1	1	ENSG00000133619	
PWP1	1	ENSG00000136045	
LMCD1	1	ENSG00000071282	
DUS2	1	ENSG00000167264	
STK38L	1	ENSG00000211455	
CCDC43	1	ENSG00000180329	
GNA11	1	ENSG00000088256	
TPPP3	1	ENSG00000159713	
HDHD2	1	ENSG00000167220	
SPRING1	1	ENSG00000111412	
ALG10B	1	ENSG00000175548	
MEAF6	1	ENSG00000163875	
ZNF446	1	ENSG00000083838	
AHCTF1P1	1	ENSG00000226121	
SDE2	1	ENSG00000143751	
AP2M1	1	ENSG00000161203	
RPL7A	1	ENSG00000148303	
MFSD3	1	ENSG00000167700	
DHX36	1	ENSG00000174953	
DOP1A	1	ENSG00000083097	
SNRNP35	1	ENSG00000184209	
MPLKIP	1	ENSG00000168303	
ZSWIM1	1	ENSG00000168612	
ERI3	1	ENSG00000117419	
EIF4E	1	ENSG00000151247	
SSNA1	1	ENSG00000176101	
CCDC18-AS1	1	ENSG00000223745	
ARF5	1	ENSG00000004059	
RTN4R	1	ENSG00000040608	
RPL41P1	1	ENSG00000227063	
GPR75	1	ENSG00000119737	
RDH11	1	ENSG00000072042	
SUCO	1	ENSG00000094975	
SGSM3	1	ENSG00000100359	
RNPS1	1	ENSG00000205937	
FEM1C	1	ENSG00000145780	
BTG2	1	ENSG00000159388	
RABAC1	1	ENSG00000105404	
MRPS18A	1	ENSG00000096080	
SLMAP	1	ENSG00000163681	
ARHGEF16	1	ENSG00000130762	
IFT22	1	ENSG00000128581	
TMEM67	1	ENSG00000164953	
WASF4P	1	ENSG00000188459	
CLPTM1	1	ENSG00000104853	
SHARPIN	1	ENSG00000179526	
ADNP2	1	ENSG00000101544	
NCOA6	1	ENSG00000198646	
CABLES2	1	ENSG00000149679	
BLMH	1	ENSG00000108578	
SSBL4P	1	ENSG00000230832	
MRPS34	1	ENSG00000074071	
TMEM205	1	ENSG00000105518	
MED22	1	ENSG00000148297	
CYLD	1	ENSG00000083799	
BAG3	1	ENSG00000151929	
SNHG1	1	ENSG00000255717	
FKBP15	1	ENSG00000119321	
SEPTIN7P6	1	ENSG00000241007	
RPL9	1	ENSG00000163682	
LYPLA1	1	ENSG00000120992	
IFT88	1	ENSG00000032742	
AMER1	1	ENSG00000184675	
ZNF251	1	ENSG00000198169	
ZNF92	1	ENSG00000146757	
VAMP2	1	ENSG00000220205	
NDRG3	1	ENSG00000101079	
ETFB	1	ENSG00000105379	
NDUFA6	1	ENSG00000184983	
TOPORS	1	ENSG00000197579	
GRIPAP1	1	ENSG00000068400	
HPS3	1	ENSG00000163755	
ANAPC11	1	ENSG00000141552	
ALS2	1	ENSG00000003393	
SLC35E2A	1	ENSG00000215790	
ZNHIT1	1	ENSG00000106400	
LRP10	1	ENSG00000197324	
SECISBP2	1	ENSG00000187742	
RNF145	1	ENSG00000145860	
PRPF31	1	ENSG00000105618	
SPRTN	1	ENSG00000010072	
AP5M1	1	ENSG00000053770	
ABCD1	1	ENSG00000101986	
TMEM11	1	ENSG00000178307	
ZNF559	1	ENSG00000188321	
IFT20	1	ENSG00000109083	
EEF2KMT	1	ENSG00000118894	
ILF2	1	ENSG00000143621	
SENP7	1	ENSG00000138468	
MRPS25	1	ENSG00000131368	
IL17RC	1	ENSG00000163702	
DEF8	1	ENSG00000140995	
TMEM14A	1	ENSG00000096092	
ITGB8	1	ENSG00000105855	
ROCK2	1	ENSG00000134318	
BRD2	1	ENSG00000204256	
NEBL	1	ENSG00000078114	
MEA1	1	ENSG00000124733	
ZXDA	1	ENSG00000198205	
HS6ST3	1	ENSG00000185352	
USP46	1	ENSG00000109189	
NUDT7	1	ENSG00000140876	
EIF2S3B	1	ENSG00000180574	
STAT6	1	ENSG00000166888	
NPHP1	1	ENSG00000144061	
RTL8A	1	ENSG00000203950	
YIPF4	1	ENSG00000119820	
COQ10B	1	ENSG00000115520	
PABPC1L	1	ENSG00000101104	
CBS	1	ENSG00000160200	
THAP1	1	ENSG00000131931	
DCLRE1A	1	ENSG00000198924	
ACAP3	1	ENSG00000131584	
RAD50	1	ENSG00000113522	
TMEM219	1	ENSG00000149932	
INO80B	1	ENSG00000115274	
WDR37	1	ENSG00000047056	
DNAJC5	1	ENSG00000101152	
SDK2	1	ENSG00000069188	
YBEY	1	ENSG00000182362	
MAPKAPK3	1	ENSG00000114738	
SYNGR1	1	ENSG00000100321	
RPL17P7	1	ENSG00000244716	
OGFOD1	1	ENSG00000087263	
TVP23C	1	ENSG00000175106	
MAP9	1	ENSG00000164114	
EXOSC10	1	ENSG00000171824	
DNTTIP1	1	ENSG00000101457	
PSIP1	1	ENSG00000164985	
CROCCP2	1	ENSG00000215908	
ATP6V0C	1	ENSG00000185883	
IMMP2L	1	ENSG00000184903	
FOXK2	1	ENSG00000141568	
NCAPH2	1	ENSG00000025770	
YIPF5	1	ENSG00000145817	
SLC35F3	1	ENSG00000183780	
CCDC61	1	ENSG00000104983	
ATG3	1	ENSG00000144848	
PPP1R12A	1	ENSG00000058272	
RUVBL1	1	ENSG00000175792	
TERF2	1	ENSG00000132604	
ZNF557	1	ENSG00000130544	
AP1AR	1	ENSG00000138660	
MIPEP	1	ENSG00000027001	
RLIM	1	ENSG00000131263	
AHCYL2	1	ENSG00000158467	
IPO8	1	ENSG00000133704	
ZNF638	1	ENSG00000075292	
DRC3	1	ENSG00000171962	
NASPP1	1	ENSG00000255397	
VDAC1P2	1	ENSG00000213856	
DDA1	1	ENSG00000130311	
DNAJC16	1	ENSG00000116138	
EFNA3	1	ENSG00000143590	
PRKAR1A	1	ENSG00000108946	
TMEM38B	1	ENSG00000095209	
DIPK1B	1	ENSG00000165716	
ACOT13	1	ENSG00000112304	
ZNF444	1	ENSG00000167685	
HECTD1	1	ENSG00000092148	
MGAT1	1	ENSG00000131446	
GNAI3	1	ENSG00000065135	
DENND3	1	ENSG00000105339	
PEPD	1	ENSG00000124299	
NDUFAF3	1	ENSG00000178057	
METTL4	1	ENSG00000101574	
VDAC1P1	1	ENSG00000073905	
BEND7	1	ENSG00000165626	
SLC9A8	1	ENSG00000197818	
ITPKA	1	ENSG00000137825	
RPS15P4	1	ENSG00000233762	
SIMC1	1	ENSG00000170085	
GNB1	1	ENSG00000078369	
REXO1	1	ENSG00000079313	
NPM1P27	1	ENSG00000249353	
CDK20	1	ENSG00000156345	
F8A1	1	ENSG00000185990	
PSMC5	1	ENSG00000087191	
USP1	1	ENSG00000162607	
DCP1B	1	ENSG00000151065	
FHL1	1	ENSG00000022267	
CA11	1	ENSG00000063180	
CCDC124	1	ENSG00000007080	
BDP1	1	ENSG00000145734	
AHCY	1	ENSG00000101444	
PIGQ	1	ENSG00000007541	
RPLP0P9	1	ENSG00000229119	
PLEKHA6	1	ENSG00000143850	
SRP54	1	ENSG00000100883	
DDX12B	1	ENSG00000111788	
PABPC5	1	ENSG00000174740	
LRRC14	1	ENSG00000160959	
ACTMAP	1	ENSG00000188493	
TMSB15B	1	ENSG00000158427	
PPP3CA	1	ENSG00000138814	
MPDU1	1	ENSG00000129255	
FBRS	1	ENSG00000156860	
ABCA1	1	ENSG00000165029	
GPATCH2	1	ENSG00000092978	
TJP3	1	ENSG00000105289	
TMEM150C	1	ENSG00000249242	
LRRC75B	1	ENSG00000178026	
DUSP15	1	ENSG00000149599	
ACOT1	1	ENSG00000184227	
DGKQ	1	ENSG00000145214	
GGA3	1	ENSG00000125447	
IER2	1	ENSG00000160888	
UBC	1	ENSG00000150991	
MAN2C1	1	ENSG00000140400	
EVI5L	1	ENSG00000142459	
RBM43	1	ENSG00000184898	
BAZ2B	2	ENSG00000123636:ENSG00000226266	
NOC4L	1	ENSG00000184967	
CYB5A	1	ENSG00000166347	
TUFM	1	ENSG00000178952	
NBEAL2	1	ENSG00000160796	
C1orf131	1	ENSG00000143633	
APOL2	1	ENSG00000128335	
NSUN6	1	ENSG00000241058	
FOXO4	1	ENSG00000184481	
POLE3	1	ENSG00000148229	
POLR2F	1	ENSG00000100142	
NSUN5P2	1	ENSG00000106133	
EPHB3	1	ENSG00000182580	
ADA	1	ENSG00000196839	
MAML1	1	ENSG00000161021	
SP140L	1	ENSG00000185404	
HMGN1P36	1	ENSG00000235734	
ASPSCR1	1	ENSG00000169696	
LACTB	1	ENSG00000103642	
PRKD2	1	ENSG00000105287	
RPS11P5	1	ENSG00000232888	
PITPNB	1	ENSG00000180957	
FCER1G	1	ENSG00000158869	
TOMM40L	1	ENSG00000158882	
DPH3	1	ENSG00000154813	
PKP4P1	1	ENSG00000229670	
PNKP	1	ENSG00000039650	
SGTA	1	ENSG00000104969	
SETDB1	1	ENSG00000143379	
H1-2	1	ENSG00000187837	
SF3A3P1	1	ENSG00000230568	
ZNF524	1	ENSG00000171443	
AZIN1	1	ENSG00000155096	
UBL5	1	ENSG00000198258	
ODF3B	1	ENSG00000177989	
PTPRU	1	ENSG00000060656	
RALGDS	1	ENSG00000160271	
TRIR	1	ENSG00000123144	
PPFIBP1	1	ENSG00000110841	
USP12PX	1	ENSG00000226081	
SMARCD1	1	ENSG00000066117	
SFXN2	1	ENSG00000156398	
ETV4	1	ENSG00000175832	
NAGPA	1	ENSG00000103174	
DYM	1	ENSG00000141627	
ZNF841	1	ENSG00000197608	
MIF4GD	1	ENSG00000125457	
DNAJA2	1	ENSG00000069345	
SLC12A2	1	ENSG00000064651	
RPS6KA6	1	ENSG00000072133	
NDUFA1	1	ENSG00000125356	
SKP2	1	ENSG00000145604	
TM2D1	1	ENSG00000162604	
LPCAT3	1	ENSG00000111684	
WDR76	1	ENSG00000092470	
COL6A6	1	ENSG00000206384	
TCAP	1	ENSG00000173991	
CDC25A	1	ENSG00000164045	
TAP2	1	ENSG00000204267	
ZNF189	1	ENSG00000136870	
TXNDC9	1	ENSG00000115514	
PPP2R1A	1	ENSG00000105568	
TMEM222	1	ENSG00000186501	
ZNF689	1	ENSG00000156853	
JMJD7-PLA2G4B	1	ENSG00000168970	
AFTPH	1	ENSG00000119844	
TMEM42	1	ENSG00000169964	
BRWD3	1	ENSG00000165288	
METTL2B	1	ENSG00000165055	
WASH4P	1	ENSG00000234769	
PLPP1	1	ENSG00000067113	
NOLC1	1	ENSG00000166197	
PROSER3	1	ENSG00000167595	
FLOT2	1	ENSG00000132589	
RPL13AP7	1	ENSG00000213885	
LINC00887	1	ENSG00000214145	
MRPL2	1	ENSG00000112651	
BBS2	1	ENSG00000125124	
ATXN2L	1	ENSG00000168488	
SERP2	1	ENSG00000151778	
TMEM259	1	ENSG00000182087	
TANK	1	ENSG00000136560	
TTC31	1	ENSG00000115282	
MRPL3P1	1	ENSG00000215349	
CHURC1-FNTB	1	ENSG00000125954	
RPL37P2	1	ENSG00000239559	
INVS	1	ENSG00000119509	
DENND1A	1	ENSG00000119522	
TMEM184B	1	ENSG00000198792	
AMZ2P1	1	ENSG00000214174	
RNGTT	1	ENSG00000111880	
PFKFB2	1	ENSG00000123836	
MARCHF9	1	ENSG00000139266	
MBD3	1	ENSG00000071655	
SCAF4	1	ENSG00000156304	
PLEKHD1	1	ENSG00000175985	
ATAT1	1	ENSG00000137343	
DENND5B	1	ENSG00000170456	
MOB3C	1	ENSG00000142961	
SETD5	1	ENSG00000168137	
LYNX1	1	ENSG00000180155	
DBR1	1	ENSG00000138231	
FIP1L1	1	ENSG00000145216	
ATP6V1E1P1	1	ENSG00000225099	
ECHS1	1	ENSG00000127884	
CLDN9	1	ENSG00000213937	
BTF3P10	1	ENSG00000231120	
NECAP2	1	ENSG00000157191	
LHFPL2	1	ENSG00000145685	
GSDME	1	ENSG00000105928	
ZNF514	1	ENSG00000144026	
GMPR	1	ENSG00000137198	
COX15	1	ENSG00000014919	
CAP1	1	ENSG00000131236	
TMEM175	1	ENSG00000127419	
CUTC	1	ENSG00000119929	
SEM1	1	ENSG00000127922	
RRBP1	1	ENSG00000125844	
GOLGA8B	1	ENSG00000215252	
RASGEF1B	1	ENSG00000138670	
TIMM17A	1	ENSG00000134375	
NECTIN2	1	ENSG00000130202	
RPL19	1	ENSG00000108298	
IER3IP1	1	ENSG00000134049	
ATP5ME	1	ENSG00000169020	
EME2	1	ENSG00000197774	
ZNG1A	1	ENSG00000172785	
CLUHP3	1	ENSG00000131797	
GLG1	1	ENSG00000090863	
RPSAP9	1	ENSG00000234618	
EIF3I	1	ENSG00000084623	
URI1	1	ENSG00000105176	
MITD1	1	ENSG00000158411	
DPH5	1	ENSG00000117543	
RPS8	1	ENSG00000142937	
DCK	1	ENSG00000156136	
RPL36AL	1	ENSG00000165502	
CCNT2	1	ENSG00000082258	
MT-ND1	1	ENSG00000198888	
PANK4	1	ENSG00000157881	
GPATCH8	1	ENSG00000186566	
KIF2A	1	ENSG00000068796	
PCDHGA12	1	ENSG00000253159	
SBNO1	1	ENSG00000139697	
RHBDL1	1	ENSG00000103269	
CERCAM	1	ENSG00000167123	
C19orf81	1	ENSG00000235034	
UGP2	1	ENSG00000169764	
ABCF1	1	ENSG00000204574	
HPCAL1	1	ENSG00000115756	
KCNK1	1	ENSG00000135750	
SYNJ2BP	1	ENSG00000213463	
HNRNPA3P6	1	ENSG00000213300	
PHC1	1	ENSG00000111752	
COQ7	1	ENSG00000167186	
C18orf25	1	ENSG00000152242	
WIPF2	1	ENSG00000171475	
ARHGEF6	1	ENSG00000129675	
KIF21A	1	ENSG00000139116	
UQCRC2	1	ENSG00000140740	
TMEM203	1	ENSG00000187713	
CLASP1	1	ENSG00000074054	
LPIN1	1	ENSG00000134324	
ARHGEF17	1	ENSG00000110237	
MAGOHB	1	ENSG00000111196	
BAZ2A	1	ENSG00000076108	
DUS3L	1	ENSG00000141994	
DGCR2	1	ENSG00000070413	
RUSC1-AS1	1	ENSG00000225855	
GON7	1	ENSG00000170270	
PIK3IP1	1	ENSG00000100100	
PUM3	1	ENSG00000080608	
MRPL58	1	ENSG00000167862	
ZNF398	1	ENSG00000197024	
GPR89B	1	ENSG00000188092	
REL	1	ENSG00000162924	
ZNF598	1	ENSG00000167962	
CHFR	1	ENSG00000072609	
ZSCAN31	1	ENSG00000235109	
RGS9	1	ENSG00000108370	
BRI3BP	1	ENSG00000184992	
DDX5	1	ENSG00000108654	
PPP4R3A	1	ENSG00000100796	
POLR2E	1	ENSG00000099817	
CCNI	1	ENSG00000118816	
GPR108	1	ENSG00000125734	
TRAPPC2B	1	ENSG00000256060	
L3HYPDH	1	ENSG00000126790	
KLHDC2	1	ENSG00000165516	
ZNF546	1	ENSG00000187187	
RHOC	1	ENSG00000155366	
GJD3	1	ENSG00000183153	
CCDC157	1	ENSG00000187860	
ZDHHC1	1	ENSG00000159714	
CGA	1	ENSG00000135346	
HIGD1AP14	1	ENSG00000248785	
KHDRBS1	1	ENSG00000121774	
SIX5	1	ENSG00000177045	
ZFP82	1	ENSG00000181007	
ATP5F1D	1	ENSG00000099624	
ACADVL	1	ENSG00000072778	
SEC16A	1	ENSG00000148396	
TRPC1	1	ENSG00000144935	
PSMB1	1	ENSG00000008018	
SKP1P1	1	ENSG00000231234	
NSMCE2	1	ENSG00000156831	
GPBP1	1	ENSG00000062194	
RAB29	1	ENSG00000117280	
ZMYM6	1	ENSG00000163867	
PLEKHM3	1	ENSG00000178385	
CMTM6	1	ENSG00000091317	
MAFB	1	ENSG00000204103	
PDAP1	1	ENSG00000106244	
ETF1P2	1	ENSG00000240132	
YPEL2	1	ENSG00000175155	
PLEKHN1	1	ENSG00000187583	
DEDD2	1	ENSG00000160570	
DHX15	1	ENSG00000109606	
BORCS6	1	ENSG00000196544	
RBBP4	1	ENSG00000162521	
M6PR	1	ENSG00000003056	
RNF41	1	ENSG00000181852	
CAPZB	1	ENSG00000077549	
KHSRP	1	ENSG00000088247	
NIBAN1	1	ENSG00000135842	
ANKRD54	1	ENSG00000100124	
AP3D1	1	ENSG00000065000	
CLSTN1	1	ENSG00000171603	
PSMC4	1	ENSG00000013275	
GPLD1	1	ENSG00000112293	
ZNF230	1	ENSG00000159882	
CNOT8	1	ENSG00000155508	
LSM2	1	ENSG00000204392	
BDH2	1	ENSG00000164039	
GUCD1	1	ENSG00000138867	
MYO5A	1	ENSG00000197535	
LRRC57	1	ENSG00000180979	
ZKSCAN2	1	ENSG00000155592	
UBE2Q2P1	1	ENSG00000189136	
WDFY1	1	ENSG00000085449	
ZNF391	1	ENSG00000124613	
ZFP36	1	ENSG00000128016	
TFAP2C	1	ENSG00000087510	
NAT8L	1	ENSG00000185818	
ANKRD17	1	ENSG00000132466	
FASTKD5	1	ENSG00000215251	
NFIX	1	ENSG00000008441	
VPS35	1	ENSG00000069329	
RPS4XP16	1	ENSG00000224892	
FOXRED2	1	ENSG00000100350	
SELENOK	1	ENSG00000113811	
RHOT2	1	ENSG00000140983	
LUC7L2	1	ENSG00000146963	
TFB2M	1	ENSG00000162851	
PLXNB2	1	ENSG00000196576	
SORBS3	1	ENSG00000120896	
TLK2P1	1	ENSG00000226049	
MT-TP	1	ENSG00000210196	
GIT1	1	ENSG00000108262	
MBD1	1	ENSG00000141644	
CPOX	1	ENSG00000080819	
MRPS5	1	ENSG00000144029	
RPS7	1	ENSG00000171863	
WWOX	1	ENSG00000186153	
MICAL1	1	ENSG00000135596	
TPT1P4	1	ENSG00000217027	
ZNF581	1	ENSG00000171425	
ATP5F1CP1	1	ENSG00000224004	
CTDSPL	1	ENSG00000144677	
MCM3AP	1	ENSG00000160294	
CDC42BPB	1	ENSG00000198752	
PLEKHG3	1	ENSG00000126822	
WDR6	1	ENSG00000178252	
KRR1	1	ENSG00000111615	
EDF1	1	ENSG00000107223	
FNIP1	1	ENSG00000217128	
DNAI4	1	ENSG00000152763	
PI4KB	1	ENSG00000143393	
THOC3	1	ENSG00000051596	
DDRGK1	1	ENSG00000198171	
RBM6	1	ENSG00000004534	
HOOK3	1	ENSG00000168172	
ZNF333	1	ENSG00000160961	
DPH6	1	ENSG00000134146	
DMAC2	1	ENSG00000105341	
BICDL2	1	ENSG00000162069	
SMIM5	1	ENSG00000204323	
SUMO2P1	1	ENSG00000235238	
DDT	1	ENSG00000099977	
ZDHHC3	1	ENSG00000163812	
CBR4	1	ENSG00000145439	
SKAP1	1	ENSG00000141293	
PARD3	1	ENSG00000148498	
FAM184B	1	ENSG00000047662	
NUP153	1	ENSG00000124789	
SMIM10L2A	1	ENSG00000178947	
MIB1	1	ENSG00000101752	
SLC35B4	1	ENSG00000205060	
ZDHHC9	1	ENSG00000188706	
THBS3	1	ENSG00000169231	
ARGLU1	1	ENSG00000134884	
MARCHF5	1	ENSG00000198060	
ZBTB21	1	ENSG00000173276	
ECH1	1	ENSG00000104823	
INTS1	1	ENSG00000164880	
NDUFA2	1	ENSG00000131495	
RAB6B	1	ENSG00000154917	
CRAMP1	1	ENSG00000007545	
DLEU1	1	ENSG00000176124	
RBM11	1	ENSG00000185272	
ZFR	1	ENSG00000056097	
PPP1R3B	1	ENSG00000173281	
SEMA4F	1	ENSG00000135622	
TXNDC5	1	ENSG00000239264	
ABO	1	ENSG00000175164	
CHCHD3P3	1	ENSG00000214973	
RAC3	1	ENSG00000169750	
ZNF75A	1	ENSG00000162086	
WDR54	1	ENSG00000005448	
GGA1	1	ENSG00000100083	
TAOK2	1	ENSG00000149930	
SENP1	1	ENSG00000079387	
FZR1	1	ENSG00000105325	
SREBF1	1	ENSG00000072310	
CCDC71L	1	ENSG00000253276	
MEGF8	1	ENSG00000105429	
SAMD4B	1	ENSG00000179134	
PABPN1P2	1	ENSG00000255875	
PRKCD	1	ENSG00000163932	
BET1	1	ENSG00000105829	
ZRANB2	1	ENSG00000132485	
PTGR3	1	ENSG00000180011	
RSAD2	1	ENSG00000134321	
ZBTB24	1	ENSG00000112365	
GRIN2D	1	ENSG00000105464	
MAP4K3-DT	1	ENSG00000231312	
REXO5	1	ENSG00000005189	
ARMC8	1	ENSG00000114098	
GPR161	1	ENSG00000143147	
DVL2	1	ENSG00000004975	
CAMTA2	1	ENSG00000108509	
RAB3A	1	ENSG00000105649	
BCKDHB	1	ENSG00000083123	
ZNF511	1	ENSG00000198546	
TBL1XR1	1	ENSG00000177565	
ASCC1	1	ENSG00000138303	
GTF2A1	1	ENSG00000165417	
LAS1L	1	ENSG00000001497	
SLC35F5	1	ENSG00000115084	
PARLP2	1	ENSG00000217648	
C9orf40	1	ENSG00000135045	
PPP4C	1	ENSG00000149923	
